entity_id,state,last_changed
sensor.shellyplugsg3_8cbfeaa49324_potencia,10.9,2026-05-13T06:27:26.918Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,9.8,2026-05-13T06:27:34.110Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,10.0,2026-05-13T06:28:00.018Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,11.0,2026-05-13T06:28:22.527Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,16.6,2026-05-13T06:28:28.598Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,15.2,2026-05-13T06:28:33.739Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,12.7,2026-05-13T06:28:38.880Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,12.4,2026-05-13T06:28:44.021Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,15.2,2026-05-13T06:28:49.162Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,13.9,2026-05-13T06:28:55.330Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,13.7,2026-05-13T06:29:00.016Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,13.0,2026-05-13T06:29:05.611Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,15.4,2026-05-13T06:29:10.751Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,13.8,2026-05-13T06:29:15.892Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,17.0,2026-05-13T06:29:21.034Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,16.3,2026-05-13T06:29:31.315Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,17.1,2026-05-13T06:29:39.538Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,16.8,2026-05-13T06:29:44.679Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,14.5,2026-05-13T06:29:49.820Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,15.3,2026-05-13T06:29:54.960Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,12.4,2026-05-13T06:30:00.015Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,15.2,2026-05-13T06:30:02.155Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,16.7,2026-05-13T06:30:07.294Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,16.9,2026-05-13T06:30:12.436Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,11.3,2026-05-13T06:30:17.576Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,10.0,2026-05-13T06:30:23.744Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,11.2,2026-05-13T06:31:18.327Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,15.9,2026-05-13T06:31:23.369Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,16.3,2026-05-13T06:31:29.539Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,13.2,2026-05-13T06:31:34.789Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,13.6,2026-05-13T06:31:39.832Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,13.5,2026-05-13T06:31:46.001Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,16.5,2026-05-13T06:31:51.142Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,17.4,2026-05-13T06:31:56.283Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,13.3,2026-05-13T06:32:00.008Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,16.9,2026-05-13T06:32:01.424Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,16.8,2026-05-13T06:32:07.593Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,16.1,2026-05-13T06:32:12.734Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,16.5,2026-05-13T06:32:18.903Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,14.7,2026-05-13T06:32:24.044Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,13.0,2026-05-13T06:32:29.183Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,16.1,2026-05-13T06:32:34.323Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,16.8,2026-05-13T06:32:39.464Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,17.0,2026-05-13T06:32:44.610Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,16.3,2026-05-13T06:32:56.945Z
sensor.shellyplugsg3_8cbfeaa49324_potencia,16.6,2026-05-13T06:33:00.075Z
